Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Name
2019-12-09 00:00:00+07:00,3075.21349,3089.892226,3045.85582,3067.874023,52623808,0,0,BBRI
2019-12-10 00:00:00+07:00,3038.516464,3067.874135,3031.177194,3060.534668,88013950,0,0,BBRI
2019-12-11 00:00:00+07:00,3075.213354,3089.89209,3053.195152,3089.89209,69260056,0,0,BBRI
2019-12-12 00:00:00+07:00,3104.57102,3133.928689,3089.892087,3119.249756,138108485,0,0,BBRI
2019-12-13 00:00:00+07:00,3141.268066,3148.607533,3111.910397,3141.268066,184381444,0,0,BBRI
2019-12-16 00:00:00+07:00,3155.946643,3192.643578,3148.607178,3177.964844,196854450,0,0,BBRI
2019-12-17 00:00:00+07:00,3199.983265,3199.983265,3155.946861,3192.643799,155154269,0,0,BBRI
2019-12-18 00:00:00+07:00,3214.662328,3229.341064,3192.643929,3229.341064,174183278,0,0,BBRI
2019-12-19 00:00:00+07:00,3192.643799,3207.322731,3170.625597,3192.643799,103421146,0,0,BBRI
2019-12-20 00:00:00+07:00,3192.643688,3207.32262,3170.625487,3199.983154,171838258,0,0,BBRI
2019-12-23 00:00:00+07:00,3266.038086,3280.716822,3199.983283,3266.038086,135606712,0,0,BBRI
2019-12-26 00:00:00+07:00,3244.019444,3266.037842,3229.34071,3236.680176,55258354,0,0,BBRI
2019-12-27 00:00:00+07:00,3214.662435,3258.698842,3214.662435,3251.359375,62113562,0,0,BBRI
2019-12-30 00:00:00+07:00,3266.0382,3266.0382,3199.983395,3229.341064,73085482,0,0,BBRI
2020-01-02 00:00:00+07:00,3229.34071,3236.680176,3199.983044,3236.680176,45886302,0,0,BBRI
2020-01-03 00:00:00+07:00,3244.019775,3258.698708,3222.001573,3244.019775,91189705,0,0,BBRI
2020-01-06 00:00:00+07:00,3199.983288,3222.00149,3170.625619,3207.322754,48648450,0,0,BBRI
2020-01-07 00:00:00+07:00,3236.680531,3236.680531,3214.662328,3229.341064,114344885,0,0,BBRI
2020-01-08 00:00:00+07:00,3214.662109,3229.340844,3185.304442,3214.662109,188929583,0,0,BBRI
2020-01-09 00:00:00+07:00,3229.341064,3244.019801,3207.322862,3229.341064,79280569,0,0,BBRI
2020-01-10 00:00:00+07:00,3251.35891,3251.35891,3222.001244,3236.680176,137292491,0,0,BBRI
2020-01-13 00:00:00+07:00,3251.358887,3310.074219,3244.019421,3310.074219,122488655,0,0,BBRI
2020-01-14 00:00:00+07:00,3332.092835,3376.129239,3317.413903,3354.11084,174258629,0,0,BBRI
2020-01-15 00:00:00+07:00,3354.110729,3361.450195,3324.75326,3361.450195,112825318,0,0,BBRI
2020-01-16 00:00:00+07:00,3354.11084,3368.789772,3310.074437,3354.11084,147387255,0,0,BBRI
2020-01-17 00:00:00+07:00,3390.807751,3405.486683,3376.129212,3398.147217,133295352,0,0,BBRI
2020-01-20 00:00:00+07:00,3442.183285,3442.183285,3398.146887,3420.165283,90022804,0,0,BBRI
2020-01-21 00:00:00+07:00,3427.504883,3434.844349,3405.486486,3427.504883,81224962,0,0,BBRI
2020-01-22 00:00:00+07:00,3434.84503,3456.863037,3427.505562,3456.863037,90609115,0,0,BBRI
2020-01-23 00:00:00+07:00,3464.201927,3493.559397,3442.183529,3478.880859,153849977,0,0,BBRI
2020-01-24 00:00:00+07:00,3471.541393,3486.220325,3434.844458,3478.880859,105620964,0,0,BBRI
2020-01-27 00:00:00+07:00,3449.523356,3449.523356,3405.486949,3412.826416,103076840,0,0,BBRI
2020-01-28 00:00:00+07:00,3361.45039,3405.486794,3354.110923,3390.807861,104935872,0,0,BBRI
2020-01-29 00:00:00+07:00,3390.807861,3420.165727,3376.129323,3390.807861,214362682,0,0,BBRI
2020-01-30 00:00:00+07:00,3449.522999,3449.522999,3361.450195,3361.450195,96500596,0,0,BBRI
2020-01-31 00:00:00+07:00,3354.110982,3361.450449,3273.377441,3273.377441,150763654,0,0,BBRI
2020-02-03 00:00:00+07:00,3273.377441,3295.395644,3266.038172,3273.377441,144745560,0,0,BBRI
2020-02-04 00:00:00+07:00,3442.18376,3442.18376,3317.414013,3346.771484,123617275,0,0,BBRI
2020-02-05 00:00:00+07:00,3354.110951,3361.450417,3310.074546,3346.771484,100395764,0,0,BBRI
2020-02-06 00:00:00+07:00,3368.789996,3368.789996,3324.75359,3339.432129,104342852,0,0,BBRI
2020-02-07 00:00:00+07:00,3361.450529,3361.450529,3332.093056,3339.432129,146349277,0,0,BBRI
2020-02-10 00:00:00+07:00,3302.734619,3324.753016,3229.340556,3302.734619,187982906,0,0,BBRI
2020-02-11 00:00:00+07:00,3332.092616,3332.092616,3288.056019,3310.074219,93666727,0,0,BBRI
2020-02-12 00:00:00+07:00,3317.413952,3346.771423,3317.413952,3324.753418,143167912,0,0,BBRI
2020-02-13 00:00:00+07:00,3361.450306,3368.789772,3332.092835,3354.11084,87683284,0,0,BBRI
2020-02-14 00:00:00+07:00,3324.75359,3368.789996,3324.75359,3339.432129,139707803,0,0,BBRI
2020-02-17 00:00:00+07:00,3288.056018,3332.092616,3280.716553,3280.716553,131738165,0,0,BBRI
2020-02-18 00:00:00+07:00,3280.716937,3302.735139,3229.341064,3229.341064,97565635,0,0,BBRI
2020-02-19 00:00:00+07:00,3273.37722,3288.056152,3266.037951,3288.056152,110893685,0,0,BBRI
2020-02-20 00:00:00+07:00,3317.414013,3361.450417,3310.074546,3346.771484,108000305,0,0,BBRI
2020-02-21 00:00:00+07:00,3346.771153,3346.771153,3310.074219,3310.074219,117658802,0,0,BBRI
2020-02-24 00:00:00+07:00,3332.092592,3332.092592,3280.716529,3295.395264,113200755,0,0,BBRI
2020-02-25 00:00:00+07:00,3273.376954,3339.431552,3273.376954,3302.734619,125324724,0,0,BBRI
2020-02-26 00:00:00+07:00,3302.734887,3310.074353,3280.716686,3288.056152,164120194,0,0,BBRI
2020-02-27 00:00:00+07:00,3340.065356,3340.065356,3141.796586,3149.422363,227877075,152.90845,0,BBRI
2020-02-28 00:00:00+07:00,3042.662234,3195.176758,2981.65663,3195.176758,211162617,0,0,BBRI
2020-03-02 00:00:00+07:00,3195.176715,3202.802492,3035.036621,3035.036621,206428685,0,0,BBRI
2020-03-03 00:00:00+07:00,3088.416448,3187.550726,3050.287769,3126.544922,218258509,0,0,BBRI
2020-03-04 00:00:00+07:00,3157.047905,3233.30506,3149.422333,3218.053711,127937929,0,0,BBRI
2020-03-05 00:00:00+07:00,3271.433639,3279.059416,3149.422235,3164.673584,146949558,0,0,BBRI
2020-03-06 00:00:00+07:00,3080.7907,3088.416477,3050.287797,3057.913574,175334118,0,0,BBRI
2020-03-09 00:00:00+07:00,2974.030861,3012.159543,2859.64502,2859.64502,163934401,0,0,BBRI
2020-03-10 00:00:00+07:00,2882.521771,3073.164748,2882.521771,2981.65625,182576203,0,0,BBRI
2020-03-11 00:00:00+07:00,3012.159151,3073.164748,2958.779126,2981.65625,195275262,0,0,BBRI
2020-03-12 00:00:00+07:00,2913.025368,2928.276924,2745.259476,2752.885254,167137546,0,0,BBRI
2020-03-13 00:00:00+07:00,2752.884887,2874.896504,2562.241891,2836.767822,295725807,0,0,BBRI
2020-03-16 00:00:00+07:00,2859.64495,2859.64495,2638.499049,2669.001953,196265939,0,0,BBRI
2020-03-17 00:00:00+07:00,2669.002354,2722.382393,2485.985107,2485.985107,229429422,0,0,BBRI
2020-03-18 00:00:00+07:00,2493.610566,2623.247757,2356.347597,2394.476074,272919333,0,0,BBRI
2020-03-19 00:00:00+07:00,2386.850719,2394.476292,2234.336182,2234.336182,151744210,0,0,BBRI
2020-03-20 00:00:00+07:00,2234.335858,2264.838761,2081.821547,2142.827148,658210668,0,0,BBRI
2020-03-23 00:00:00+07:00,2020.815601,2058.944278,1997.938477,1997.938477,180848183,0,0,BBRI
2020-03-24 00:00:00+07:00,1967.435847,2097.07304,1860.675781,1860.675781,544651637,0,0,BBRI
2020-03-26 00:00:00+07:00,1906.430143,2287.716172,1906.430143,2241.961914,698059077,0,0,BBRI
2020-03-27 00:00:00+07:00,2287.715788,2798.638932,2287.715788,2463.107422,529032687,0,0,BBRI
2020-03-30 00:00:00+07:00,2402.101861,2402.101861,2295.341797,2295.341797,239264252,0,0,BBRI
2020-03-31 00:00:00+07:00,2363.972882,2440.230237,2264.838608,2302.967285,346502244,0,0,BBRI
2020-04-01 00:00:00+07:00,2295.341997,2348.722034,2211.459052,2234.336182,298923123,0,0,BBRI
2020-04-02 00:00:00+07:00,2173.330232,2211.458915,2135.201754,2188.581787,329876337,0,0,BBRI
2020-04-03 00:00:00+07:00,2234.335912,2249.587466,2158.078755,2203.833008,322467159,0,0,BBRI
