Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Name
2019-12-09 00:00:00+07:00,3299.086725,3309.903402,3255.820014,3277.453369,36970600,0,0,BBNI
2019-12-10 00:00:00+07:00,3277.453585,3309.903621,3255.820228,3288.270264,38381200,0,0,BBNI
2019-12-11 00:00:00+07:00,3309.903458,3309.903458,3255.820068,3255.820068,31571800,0,0,BBNI
2019-12-12 00:00:00+07:00,3266.636746,3320.720136,3255.820068,3255.820068,50870000,0,0,BBNI
2019-12-13 00:00:00+07:00,3299.086886,3331.536921,3277.45353,3309.903564,48904000,0,0,BBNI
2019-12-16 00:00:00+07:00,3309.903509,3353.170222,3288.270153,3331.536865,59955600,0,0,BBNI
2019-12-17 00:00:00+07:00,3331.536865,3342.353543,3309.903509,3331.536865,45188200,0,0,BBNI
2019-12-18 00:00:00+07:00,3331.536969,3396.43704,3309.903612,3385.620361,84394000,0,0,BBNI
2019-12-19 00:00:00+07:00,3385.620361,3396.43704,3353.170326,3385.620361,38600800,0,0,BBNI
2019-12-20 00:00:00+07:00,3385.620389,3385.620389,3353.170354,3374.803711,37723600,0,0,BBNI
2019-12-23 00:00:00+07:00,3396.436687,3428.886719,3374.803332,3428.886719,45834400,0,0,BBNI
2019-12-26 00:00:00+07:00,3439.703613,3461.336969,3428.886935,3439.703613,35309200,0,0,BBNI
2019-12-27 00:00:00+07:00,3439.703396,3450.520073,3396.436687,3428.886719,19371400,0,0,BBNI
2019-12-30 00:00:00+07:00,3439.703478,3450.520156,3374.803412,3396.436768,35604600,0,0,BBNI
2020-01-02 00:00:00+07:00,3407.253528,3407.253528,3363.986816,3363.986816,18602600,0,0,BBNI
2020-01-03 00:00:00+07:00,3374.803711,3407.253747,3309.90364,3374.803711,32251400,0,0,BBNI
2020-01-06 00:00:00+07:00,3353.170306,3353.170306,3288.270236,3299.086914,26249200,0,0,BBNI
2020-01-07 00:00:00+07:00,3320.720108,3331.536786,3255.820041,3266.636719,38049800,0,0,BBNI
2020-01-08 00:00:00+07:00,3245.003255,3255.819933,3201.736545,3212.553223,40926800,0,0,BBNI
2020-01-09 00:00:00+07:00,3245.00344,3331.536865,3245.00344,3331.536865,43770600,0,0,BBNI
2020-01-10 00:00:00+07:00,3331.536594,3385.619981,3320.719917,3342.353271,41985000,0,0,BBNI
2020-01-13 00:00:00+07:00,3353.170139,3374.803494,3331.536783,3363.986816,24716600,0,0,BBNI
2020-01-14 00:00:00+07:00,3385.62009,3396.436768,3342.35338,3396.436768,40286800,0,0,BBNI
2020-01-15 00:00:00+07:00,3374.803606,3407.253641,3309.903537,3320.720215,35369800,0,0,BBNI
